Date,Transaction_ID,Product_Category,Revenue,Units_Sold
2021-08-20,TRX_654877,Clothing,2.56,1
2021-08-20,TRX_671638,Electronics,20.94,1
2021-08-21,TRX_753573,Clothing,25.03,1
2021-08-21,TRX_790299,Clothing,10.82,1
2021-08-21,TRX_292587,Electronics,52.5,1
2021-08-21,TRX_549571,Sports,3.8,1
2021-08-21,TRX_949151,Clothing,16.53,1
2021-08-21,TRX_891685,Sports,10.44,1
2021-08-21,TRX_987134,Clothing,3.64,1
2021-08-21,TRX_801633,Clothing,11.37,1
2021-08-21,TRX_296630,Electronics,6.64,1
2021-08-21,TRX_101286,Sports,1.95,1
2021-08-21,TRX_352644,Sports,1.78,1
2021-08-21,TRX_626665,Electronics,11.65,1
2021-08-21,TRX_151267,Electronics,11.6,1
2021-08-21,TRX_878071,Electronics,7.05,1
2021-08-21,TRX_830777,Electronics,6.49,1
2021-08-21,TRX_239761,Toys,1.85,1
2021-08-21,TRX_165200,Sports,5.23,1
2021-08-21,TRX_581458,Electronics,19.12,1
2021-08-21,TRX_816754,Electronics,17.98,1
2021-08-21,TRX_499886,Sports,10.08,1
2021-08-21,TRX_147298,Toys,55.33,2
2021-08-21,TRX_987920,Electronics,20.85,1
2021-08-21,TRX_833996,Clothing,1.46,1
2021-08-21,TRX_668764,Home & Garden,4.75,1
2021-08-21,TRX_203581,Sports,1.32,1
2021-08-21,TRX_303041,Clothing,5.85,1
2021-08-21,TRX_408160,Sports,13.96,1
2021-08-21,TRX_931145,Home & Garden,1.58,1
2021-08-21,TRX_773130,Home & Garden,19.8,1
2021-08-21,TRX_747787,Electronics,7.85,1
2021-08-21,TRX_687227,Electronics,12.88,1
2021-08-21,TRX_386552,Electronics,0.43,1
2021-08-21,TRX_515995,Electronics,0.92,1
2021-08-21,TRX_428649,Clothing,9.04,1
2021-08-21,TRX_116551,Sports,16.98,1
2021-08-21,TRX_771162,Home & Garden,19.3,1
2021-08-21,TRX_679629,Electronics,10.87,1
2021-08-21,TRX_164731,Clothing,2.09,1
2021-08-21,TRX_110900,Electronics,2.02,1
2021-08-21,TRX_812642,Sports,19.87,1
2021-08-21,TRX_597835,Electronics,1.12,1
2021-08-21,TRX_959613,Electronics,10.8,1
2021-08-21,TRX_239398,Home & Garden,7.11,1
2021-08-21,TRX_546157,Clothing,5.1,1
2021-08-21,TRX_609037,Home & Garden,5.41,1
2021-08-21,TRX_992249,Sports,27.07,1
2021-08-21,TRX_795940,Clothing,18.42,1
2021-08-21,TRX_318012,Electronics,18.66,1
2021-08-21,TRX_805447,Electronics,4.86,1
2021-08-21,TRX_911453,Electronics,1.05,1
2021-08-21,TRX_118289,Home & Garden,57.21,5
2021-08-21,TRX_369926,Clothing,1.46,1
2021-08-21,TRX_785076,Electronics,6.76,1
2021-08-21,TRX_463013,Clothing,2.86,1
2021-08-21,TRX_122235,Toys,6.66,1
2021-08-21,TRX_761871,Electronics,3.39,1
2021-08-21,TRX_297830,Electronics,21.18,1
2021-08-21,TRX_227547,Clothing,32.18,1
2021-08-22,TRX_935999,Home & Garden,3.41,1
2021-08-22,TRX_630070,Electronics,31.06,2
2021-08-22,TRX_149440,Clothing,8.48,1
2021-08-22,TRX_262231,Clothing,20.08,1
2021-08-22,TRX_259670,Electronics,8.14,1
2021-08-22,TRX_412308,Clothing,16.14,1
2021-08-22,TRX_822842,Clothing,0.58,1
2021-08-22,TRX_541594,Electronics,17.53,1
2021-08-22,TRX_484692,Home & Garden,8.1,1
2021-08-22,TRX_176702,Sports,6.52,1
2021-08-22,TRX_580296,Electronics,1.29,1
2021-08-22,TRX_326369,Home & Garden,14.77,1
2021-08-22,TRX_647404,Clothing,1.54,1
2021-08-22,TRX_311090,Clothing,2.33,1
2021-08-22,TRX_864306,Electronics,1.48,1
2021-08-22,TRX_898624,Sports,0.07,1
2021-08-22,TRX_490742,Electronics,11.84,1
2021-08-22,TRX_705514,Home & Garden,3.45,1
2021-08-22,TRX_198275,Electronics,1.77,1
2021-08-22,TRX_107574,Clothing,4.21,1
2021-08-22,TRX_487188,Toys,7.55,1
2021-08-22,TRX_874214,Clothing,7.64,1
2021-08-22,TRX_337471,Electronics,5.0,1
2021-08-22,TRX_893031,Home & Garden,7.46,1
2021-08-22,TRX_617226,Sports,6.09,1
2021-08-22,TRX_712680,Electronics,18.89,1
2021-08-22,TRX_793673,Clothing,0.33,1
2021-08-22,TRX_531498,Toys,22.11,1
2021-08-22,TRX_594560,Clothing,3.05,1
2021-08-22,TRX_340562,Home & Garden,13.97,1
2021-08-22,TRX_659028,Electronics,5.67,1
2021-08-22,TRX_467170,Home & Garden,3.81,1
2021-08-22,TRX_931228,Sports,10.43,1
2021-08-22,TRX_407266,Home & Garden,15.99,1
2021-08-22,TRX_843009,Clothing,6.53,1
2021-08-22,TRX_945101,Clothing,6.86,1
2021-08-22,TRX_494317,Clothing,0.66,1
2021-08-22,TRX_400146,Clothing,28.14,1
2021-08-22,TRX_900751,Toys,20.49,1
2021-08-22,TRX_123909,Home & Garden,5.54,1
2021-08-22,TRX_365894,Clothing,15.81,1
2021-08-22,TRX_193177,Home & Garden,4.1,1
2021-08-22,TRX_292200,Sports,14.31,1
2021-08-22,TRX_385129,Home & Garden,7.94,1
2021-08-22,TRX_775201,Home & Garden,6.74,1
2021-08-22,TRX_276404,Home & Garden,0.64,1
2021-08-22,TRX_732844,Toys,36.74,1
2021-08-22,TRX_610054,Electronics,19.83,1
2021-08-22,TRX_889226,Electronics,17.22,1
2021-08-22,TRX_450759,Clothing,3.97,1
2021-08-22,TRX_854099,Electronics,3.73,1
2021-08-22,TRX_984847,Sports,9.3,1
2021-08-22,TRX_812686,Sports,20.44,1
2021-08-22,TRX_576093,Sports,29.78,1
2021-08-22,TRX_512366,Toys,3.42,1
2021-08-22,TRX_879483,Clothing,10.21,1
2021-08-22,TRX_848495,Clothing,14.05,1
2021-08-22,TRX_384600,Electronics,2.8,1
2021-08-22,TRX_318810,Clothing,5.71,1
2021-08-22,TRX_935934,Clothing,2.27,1
2021-08-22,TRX_737231,Electronics,13.11,1
2021-08-22,TRX_155540,Clothing,21.77,1
2021-08-22,TRX_966607,Home & Garden,22.93,1
2021-08-22,TRX_152585,Sports,12.11,1
2021-08-23,TRX_418109,Clothing,5.87,1
2021-08-23,TRX_877382,Clothing,10.8,1
2021-08-23,TRX_359930,Sports,28.06,1
2021-08-23,TRX_941732,Clothing,1.6,1
2021-08-23,TRX_810378,Electronics,2.18,1
2021-08-23,TRX_352932,Electronics,18.41,1
2021-08-23,TRX_264125,Electronics,1.26,1
2021-08-23,TRX_968464,Electronics,6.37,1
2021-08-23,TRX_584827,Clothing,4.25,1
2021-08-23,TRX_441571,Electronics,20.92,1
2021-08-23,TRX_315906,Clothing,0.04,1
2021-08-23,TRX_746145,Toys,1.8,1
2021-08-23,TRX_778311,Electronics,1.53,1
2021-08-23,TRX_444118,Clothing,5.61,1
2021-08-23,TRX_243175,Electronics,3.88,1
2021-08-23,TRX_300311,Electronics,3.8,1
2021-08-23,TRX_272652,Clothing,6.78,1
2021-08-23,TRX_165770,Electronics,3.53,1
2021-08-23,TRX_682259,Sports,1.64,1
2021-08-23,TRX_634819,Clothing,12.82,1
2021-08-23,TRX_923462,Home & Garden,44.39,2
2021-08-23,TRX_140224,Electronics,13.68,1
2021-08-23,TRX_778058,Electronics,20.72,1
2021-08-23,TRX_802407,Electronics,52.46,3
2021-08-23,TRX_797551,Electronics,2.43,1
2021-08-23,TRX_124223,Electronics,9.02,1
2021-08-23,TRX_627807,Home & Garden,12.77,1
2021-08-23,TRX_277911,Clothing,5.69,1
2021-08-23,TRX_267183,Home & Garden,13.91,1
2021-08-23,TRX_573208,Home & Garden,14.32,1
2021-08-23,TRX_173025,Electronics,27.05,1
2021-08-23,TRX_303352,Clothing,26.17,1
2021-08-23,TRX_184403,Electronics,2.25,1
2021-08-23,TRX_877957,Electronics,2.71,1
2021-08-23,TRX_361002,Electronics,3.68,1
2021-08-23,TRX_338517,Electronics,4.43,1
2021-08-23,TRX_353213,Electronics,12.17,1
2021-08-23,TRX_989653,Home & Garden,5.81,1
2021-08-23,TRX_653869,Toys,44.77,1
2021-08-23,TRX_590641,Home & Garden,1.84,1
2021-08-23,TRX_967573,Electronics,4.14,1
2021-08-23,TRX_213329,Electronics,29.69,1
2021-08-23,TRX_419770,Clothing,12.86,1
2021-08-23,TRX_837768,Electronics,11.61,1
2021-08-23,TRX_669264,Home & Garden,13.21,1
2021-08-23,TRX_928809,Sports,4.26,1
2021-08-23,TRX_897269,Clothing,20.99,1
2021-08-23,TRX_119640,Toys,10.05,1
2021-08-23,TRX_156615,Sports,0.64,1
2021-08-23,TRX_907648,Home & Garden,2.86,1
2021-08-23,TRX_299184,Home & Garden,24.84,1
2021-08-24,TRX_817698,Clothing,4.79,1
2021-08-24,TRX_257062,Electronics,3.41,1
2021-08-24,TRX_688248,Home & Garden,1.86,1
2021-08-24,TRX_710364,Sports,5.5,1
2021-08-24,TRX_750297,Clothing,0.3,1
2021-08-24,TRX_676543,Clothing,1.02,1
2021-08-24,TRX_676297,Home & Garden,14.07,1
2021-08-24,TRX_649250,Home & Garden,3.64,1
2021-08-24,TRX_299115,Clothing,9.35,1
2021-08-24,TRX_770182,Electronics,7.03,1
2021-08-24,TRX_275061,Electronics,2.1,1
2021-08-24,TRX_978782,Home & Garden,8.83,1
2021-08-24,TRX_180396,Sports,0.52,1
2021-08-24,TRX_449853,Sports,11.28,1
2021-08-24,TRX_221883,Clothing,6.19,1
2021-08-24,TRX_142399,Electronics,14.2,1
2021-08-24,TRX_702778,Electronics,12.25,1
2021-08-24,TRX_947940,Toys,2.6,1
2021-08-24,TRX_121712,Clothing,10.54,1
2021-08-24,TRX_629638,Clothing,4.49,1
2021-08-24,TRX_928680,Clothing,0.93,1
2021-08-24,TRX_722681,Sports,9.6,1
2021-08-24,TRX_982076,Clothing,12.94,1
2021-08-24,TRX_699618,Electronics,0.48,1
2021-08-24,TRX_490857,Sports,14.47,1
2021-08-24,TRX_894447,Home & Garden,4.99,1
2021-08-24,TRX_153331,Sports,0.14,1
2021-08-24,TRX_523022,Clothing,4.23,1
2021-08-24,TRX_253114,Home & Garden,8.64,1
2021-08-24,TRX_675990,Clothing,4.13,1
2021-08-24,TRX_264335,Home & Garden,6.66,1
2021-08-24,TRX_857278,Clothing,11.48,1
2021-08-24,TRX_287232,Toys,11.06,1
2021-08-24,TRX_358248,Clothing,1.07,1
2021-08-24,TRX_628082,Sports,3.02,1
2021-08-24,TRX_689040,Clothing,0.64,1
2021-08-24,TRX_194134,Clothing,4.9,1
2021-08-24,TRX_301792,Clothing,16.79,1
2021-08-24,TRX_768106,Sports,1.09,1
2021-08-24,TRX_371909,Home & Garden,2.8,1
2021-08-24,TRX_394563,Clothing,16.7,1
2021-08-24,TRX_810186,Home & Garden,7.52,1
2021-08-24,TRX_263135,Home & Garden,0.4,1
2021-08-24,TRX_533220,Toys,3.03,1
2021-08-24,TRX_657025,Clothing,23.94,1
2021-08-24,TRX_207927,Sports,3.27,1
2021-08-24,TRX_537240,Clothing,5.38,1
2021-08-24,TRX_155805,Home & Garden,6.55,1
2021-08-24,TRX_461586,Electronics,5.91,1
2021-08-24,TRX_517847,Clothing,3.97,1
2021-08-24,TRX_655380,Electronics,0.77,1
2021-08-24,TRX_401103,Clothing,6.68,1
2021-08-24,TRX_157732,Sports,14.69,1
2021-08-24,TRX_705840,Electronics,15.42,1
2021-08-24,TRX_258058,Home & Garden,4.88,1
2021-08-24,TRX_725980,Home & Garden,3.68,1
2021-08-24,TRX_162422,Electronics,2.2,1
2021-08-24,TRX_565686,Sports,0.59,1
2021-08-24,TRX_653436,Clothing,11.64,1
2021-08-24,TRX_237575,Electronics,0.8,1
2021-08-24,TRX_696067,Clothing,1.84,1
2021-08-24,TRX_201310,Electronics,7.31,1
2021-08-24,TRX_749957,Clothing,6.62,1
2021-08-24,TRX_159482,Home & Garden,6.2,1
2021-08-24,TRX_753153,Sports,7.34,1
2021-08-24,TRX_700831,Toys,4.24,1
2021-08-24,TRX_942021,Toys,0.91,1
2021-08-24,TRX_923232,Clothing,34.78,1
2021-08-24,TRX_434846,Clothing,12.08,1
2021-08-24,TRX_647873,Electronics,3.06,1
2021-08-24,TRX_106642,Clothing,4.1,1
2021-08-24,TRX_219268,Clothing,2.71,1
2021-08-24,TRX_739197,Clothing,5.51,1
2021-08-24,TRX_655405,Electronics,7.12,1
2021-08-24,TRX_571382,Electronics,1.43,1
2021-08-24,TRX_837286,Home & Garden,3.08,1
2021-08-24,TRX_600428,Home & Garden,5.54,1
2021-08-24,TRX_163673,Home & Garden,24.0,1
2021-08-25,TRX_905421,Home & Garden,7.86,1
2021-08-25,TRX_523994,Sports,6.83,1
2021-08-25,TRX_920727,Electronics,15.14,1
2021-08-25,TRX_949674,Clothing,2.87,1
2021-08-25,TRX_200296,Sports,0.85,1
2021-08-25,TRX_609919,Home & Garden,0.62,1
2021-08-25,TRX_970490,Electronics,17.77,1
2021-08-25,TRX_996964,Electronics,5.09,1
2021-08-25,TRX_389854,Electronics,9.54,1
2021-08-25,TRX_322666,Clothing,4.39,1
2021-08-25,TRX_562800,Clothing,2.91,1
2021-08-25,TRX_981929,Toys,1.28,1
2021-08-25,TRX_206520,Sports,11.12,1
2021-08-25,TRX_670483,Electronics,0.38,1
2021-08-25,TRX_550350,Home & Garden,13.21,1
2021-08-25,TRX_615360,Home & Garden,1.31,1
2021-08-25,TRX_226366,Home & Garden,0.05,1
2021-08-25,TRX_202771,Electronics,0.63,1
2021-08-25,TRX_197055,Clothing,12.32,1
2021-08-25,TRX_495054,Electronics,0.44,1
2021-08-25,TRX_303552,Sports,2.51,1
2021-08-25,TRX_927385,Toys,1.65,1
2021-08-25,TRX_619286,Electronics,0.22,1
2021-08-25,TRX_604740,Home & Garden,4.34,1
2021-08-25,TRX_148709,Electronics,36.65,3
2021-08-25,TRX_648076,Sports,10.99,1
2021-08-25,TRX_368200,Toys,1.06,1
2021-08-25,TRX_248132,Clothing,12.36,1
2021-08-25,TRX_382467,Clothing,3.44,1
2021-08-25,TRX_437064,Toys,1.83,1
2021-08-25,TRX_317854,Electronics,5.86,1
2021-08-25,TRX_558939,Clothing,1.4,1
2021-08-25,TRX_685085,Electronics,12.13,1
2021-08-25,TRX_483432,Clothing,5.61,1
2021-08-25,TRX_802818,Clothing,0.84,1
2021-08-25,TRX_968541,Electronics,4.84,1
2021-08-25,TRX_601814,Electronics,4.09,1
2021-08-25,TRX_360843,Clothing,3.65,1
2021-08-25,TRX_204374,Clothing,2.6,1
2021-08-25,TRX_949310,Clothing,3.68,1
2021-08-25,TRX_268891,Toys,5.05,1
2021-08-25,TRX_522580,Sports,7.58,1
2021-08-25,TRX_537149,Toys,14.32,1
2021-08-25,TRX_394513,Clothing,0.26,1
2021-08-25,TRX_624197,Toys,4.83,1
2021-08-25,TRX_589238,Sports,7.99,1
2021-08-25,TRX_456007,Home & Garden,0.7,1
2021-08-25,TRX_594993,Clothing,13.89,1
2021-08-25,TRX_307931,Sports,1.61,1
2021-08-25,TRX_119612,Clothing,10.27,1
2021-08-25,TRX_799765,Electronics,6.21,1
2021-08-25,TRX_910151,Clothing,4.7,1
2021-08-25,TRX_759079,Home & Garden,11.66,1
2021-08-25,TRX_276501,Clothing,19.95,1
2021-08-25,TRX_934965,Toys,33.54,1
2021-08-25,TRX_765475,Clothing,6.59,1
2021-08-25,TRX_415952,Electronics,2.37,1
2021-08-26,TRX_640007,Sports,5.36,1
2021-08-26,TRX_101459,Home & Garden,23.55,1
2021-08-26,TRX_228804,Clothing,40.53,1
2021-08-26,TRX_370253,Electronics,0.22,1
2021-08-26,TRX_793648,Electronics,0.2,1
2021-08-26,TRX_200374,Home & Garden,25.41,1
2021-08-26,TRX_116551,Electronics,1.85,1
2021-08-26,TRX_448171,Clothing,5.26,1
2021-08-26,TRX_359772,Electronics,4.09,1
2021-08-26,TRX_329320,Electronics,4.2,1
2021-08-26,TRX_102664,Home & Garden,5.06,1
2021-08-26,TRX_868801,Home & Garden,5.2,1
2021-08-26,TRX_229242,Home & Garden,12.29,1
2021-08-26,TRX_980883,Clothing,12.58,1
2021-08-26,TRX_486644,Electronics,9.4,1
2021-08-26,TRX_286368,Clothing,24.83,1
2021-08-26,TRX_343556,Sports,23.73,1
2021-08-26,TRX_537308,Electronics,3.11,1
2021-08-26,TRX_206733,Electronics,9.96,1
2021-08-26,TRX_655002,Toys,19.45,1
2021-08-26,TRX_658666,Sports,25.6,1
2021-08-26,TRX_945263,Electronics,3.74,1
2021-08-26,TRX_460693,Electronics,8.65,1
2021-08-26,TRX_589538,Clothing,9.45,1
2021-08-26,TRX_523102,Clothing,15.27,1
2021-08-26,TRX_223286,Electronics,5.09,1
2021-08-26,TRX_201270,Clothing,4.41,1
2021-08-26,TRX_431682,Electronics,15.53,1
2021-08-26,TRX_444846,Clothing,6.47,1
2021-08-26,TRX_700447,Sports,0.05,1
2021-08-26,TRX_133606,Electronics,35.27,1
2021-08-26,TRX_973946,Home & Garden,2.06,1
2021-08-26,TRX_450809,Home & Garden,2.04,1
2021-08-26,TRX_309294,Home & Garden,21.66,1
2021-08-26,TRX_817777,Electronics,5.19,1
2021-08-26,TRX_342833,Electronics,5.05,1
2021-08-26,TRX_592446,Electronics,12.37,1
2021-08-26,TRX_126684,Toys,0.77,1
2021-08-26,TRX_574436,Sports,3.43,1
2021-08-26,TRX_326906,Toys,0.7,1
2021-08-26,TRX_297216,Electronics,4.38,1
2021-08-26,TRX_495268,Sports,25.9,1
2021-08-26,TRX_251945,Electronics,30.48,2
2021-08-26,TRX_970428,Home & Garden,4.7,1
2021-08-26,TRX_394087,Toys,2.64,1
2021-08-26,TRX_223272,Home & Garden,1.85,1
2021-08-26,TRX_141738,Clothing,6.37,1
2021-08-27,TRX_232516,Home & Garden,6.57,1
2021-08-27,TRX_750407,Electronics,2.54,1
2021-08-27,TRX_131713,Home & Garden,5.53,1
2021-08-27,TRX_907203,Electronics,8.05,1
2021-08-27,TRX_679036,Clothing,5.23,1
2021-08-27,TRX_782385,Electronics,12.55,1
2021-08-27,TRX_903912,Sports,32.22,1
2021-08-27,TRX_161018,Home & Garden,5.02,1
2021-08-27,TRX_244119,Electronics,5.16,1
2021-08-27,TRX_855290,Electronics,15.72,1
2021-08-27,TRX_924390,Electronics,8.87,1
2021-08-27,TRX_147548,Sports,6.57,1
2021-08-27,TRX_445384,Home & Garden,19.72,1
2021-08-27,TRX_978201,Clothing,26.0,1
2021-08-27,TRX_718281,Clothing,10.47,1
2021-08-27,TRX_138148,Clothing,2.4,1
2021-08-27,TRX_790040,Clothing,7.36,1
2021-08-27,TRX_361927,Sports,8.23,1
2021-08-27,TRX_239130,Clothing,6.64,1
2021-08-27,TRX_141635,Sports,3.57,1
2021-08-27,TRX_476380,Home & Garden,7.5,1
2021-08-27,TRX_644925,Home & Garden,6.94,1
2021-08-27,TRX_559033,Home & Garden,2.76,1
2021-08-27,TRX_436772,Clothing,27.41,1
2021-08-27,TRX_316361,Electronics,25.4,1
2021-08-27,TRX_338981,Electronics,16.72,1
2021-08-27,TRX_950882,Clothing,6.01,1
2021-08-27,TRX_185211,Sports,5.43,1
2021-08-27,TRX_954016,Electronics,14.78,1
2021-08-27,TRX_537103,Electronics,10.99,1
2021-08-27,TRX_244297,Home & Garden,10.76,1
2021-08-27,TRX_500103,Toys,1.55,1
2021-08-27,TRX_193719,Toys,11.3,1
2021-08-27,TRX_251525,Home & Garden,27.23,1
2021-08-27,TRX_174715,Electronics,1.05,1
2021-08-27,TRX_625371,Sports,4.86,1
2021-08-27,TRX_283390,Clothing,8.34,1
2021-08-27,TRX_211961,Clothing,13.59,1
2021-08-27,TRX_454709,Electronics,1.1,1
2021-08-27,TRX_929756,Toys,24.18,1
2021-08-27,TRX_858574,Clothing,0.49,1
2021-08-27,TRX_861107,Home & Garden,22.87,1
2021-08-27,TRX_263111,Toys,0.33,1
2021-08-27,TRX_908309,Electronics,1.95,1
2021-08-28,TRX_252280,Electronics,14.26,1
2021-08-28,TRX_165291,Clothing,2.6,1
2021-08-28,TRX_278790,Sports,1.55,1
2021-08-28,TRX_458944,Sports,8.84,1
2021-08-28,TRX_344753,Sports,13.16,1
2021-08-28,TRX_821770,Sports,2.18,1
2021-08-28,TRX_461626,Clothing,11.07,1
2021-08-28,TRX_395821,Home & Garden,24.08,1
2021-08-28,TRX_513678,Clothing,15.64,1
2021-08-28,TRX_607234,Home & Garden,13.12,1
2021-08-28,TRX_196446,Sports,18.73,1
2021-08-28,TRX_543688,Electronics,1.32,1
2021-08-28,TRX_211178,Clothing,2.74,1
2021-08-28,TRX_826842,Electronics,0.47,1
2021-08-28,TRX_916157,Electronics,1.88,1
2021-08-28,TRX_668547,Sports,29.39,1
2021-08-28,TRX_656966,Clothing,3.02,1
2021-08-28,TRX_323599,Home & Garden,13.05,1
2021-08-28,TRX_730613,Electronics,14.14,1
2021-08-28,TRX_645590,Sports,12.46,1
2021-08-28,TRX_867336,Electronics,9.71,1
2021-08-28,TRX_955681,Electronics,8.01,1
2021-08-28,TRX_258348,Home & Garden,6.55,1
2021-08-28,TRX_477350,Sports,29.91,1
2021-08-28,TRX_450399,Clothing,0.11,1
2021-08-28,TRX_950347,Home & Garden,0.66,1
2021-08-28,TRX_689396,Home & Garden,8.16,1
2021-08-28,TRX_514514,Electronics,4.82,1
2021-08-28,TRX_802679,Electronics,6.31,1
2021-08-28,TRX_974746,Clothing,73.85,3
2021-08-28,TRX_639298,Clothing,17.94,1
2021-08-28,TRX_917666,Toys,25.24,1
2021-08-28,TRX_987058,Sports,5.53,1
2021-08-28,TRX_911931,Home & Garden,3.29,1
2021-08-28,TRX_751240,Sports,17.57,1
2021-08-28,TRX_769373,Home & Garden,19.82,1
2021-08-28,TRX_888796,Clothing,9.6,1
2021-08-28,TRX_891046,Sports,27.21,1
2021-08-28,TRX_388265,Clothing,41.14,1
2021-08-28,TRX_631046,Toys,7.66,1
2021-08-28,TRX_177541,Electronics,3.03,1
2021-08-28,TRX_853733,Electronics,8.75,1
2021-08-28,TRX_342841,Electronics,54.83,1
2021-08-28,TRX_531292,Electronics,4.17,1
2021-08-28,TRX_454029,Clothing,11.56,1
2021-08-28,TRX_751109,Clothing,14.24,1
2021-08-28,TRX_700104,Clothing,2.89,1
2021-08-28,TRX_898652,Clothing,10.68,1
2021-08-28,TRX_336272,Clothing,4.54,1
2021-08-28,TRX_931483,Clothing,23.15,1
2021-08-28,TRX_633921,Home & Garden,15.08,1
2021-08-28,TRX_207096,Clothing,21.05,1
2021-08-28,TRX_337967,Toys,2.68,1
2021-08-28,TRX_985168,Sports,0.42,1
2021-08-28,TRX_448794,Home & Garden,22.85,1
2021-08-29,TRX_953491,Sports,24.16,2
2021-08-29,TRX_984671,Electronics,17.24,1
2021-08-29,TRX_101773,Clothing,10.52,1
2021-08-29,TRX_353095,Toys,5.62,1
2021-08-29,TRX_420234,Electronics,6.02,1
2021-08-29,TRX_782035,Electronics,1.87,1
2021-08-29,TRX_297300,Clothing,14.61,1
2021-08-29,TRX_449464,Electronics,19.41,1
2021-08-29,TRX_842022,Clothing,16.96,1
2021-08-29,TRX_715264,Electronics,7.65,1
2021-08-29,TRX_505246,Electronics,17.58,1
2021-08-29,TRX_594375,Clothing,15.09,1
2021-08-29,TRX_230885,Home & Garden,17.25,1
2021-08-29,TRX_692661,Sports,38.77,1
2021-08-29,TRX_119722,Home & Garden,16.04,1
2021-08-29,TRX_853354,Sports,3.05,1
2021-08-29,TRX_360281,Sports,16.61,1
2021-08-29,TRX_274441,Toys,4.55,1
2021-08-29,TRX_772818,Clothing,7.01,1
2021-08-29,TRX_325127,Clothing,15.37,1
2021-08-29,TRX_576986,Electronics,3.68,1
2021-08-29,TRX_944759,Electronics,0.26,1
2021-08-29,TRX_421447,Electronics,12.23,1
2021-08-29,TRX_970505,Electronics,22.45,1
2021-08-29,TRX_395519,Home & Garden,25.4,1
2021-08-29,TRX_102836,Sports,15.49,1
2021-08-29,TRX_374934,Electronics,26.42,1
2021-08-29,TRX_340592,Sports,16.6,1
2021-08-29,TRX_133161,Sports,0.3,1
2021-08-29,TRX_627340,Electronics,4.16,1
2021-08-29,TRX_713141,Clothing,3.96,1
2021-08-29,TRX_861989,Toys,2.39,1
2021-08-29,TRX_165029,Clothing,15.45,1
2021-08-29,TRX_992338,Electronics,7.09,1
2021-08-29,TRX_175437,Clothing,17.48,1
2021-08-29,TRX_896379,Electronics,8.88,1
2021-08-29,TRX_668243,Sports,8.63,1
2021-08-29,TRX_671726,Electronics,4.68,1
2021-08-29,TRX_152984,Clothing,15.06,1
2021-08-29,TRX_883644,Home & Garden,11.1,1
2021-08-29,TRX_323909,Clothing,3.99,1
2021-08-29,TRX_883216,Home & Garden,48.75,4
2021-08-29,TRX_227182,Electronics,6.0,1
2021-08-29,TRX_862980,Sports,3.68,1
2021-08-29,TRX_187516,Clothing,11.24,1
2021-08-29,TRX_779870,Electronics,2.43,1
2021-08-29,TRX_539476,Electronics,17.15,1
2021-08-29,TRX_875635,Clothing,11.02,1
2021-08-29,TRX_567654,Electronics,19.71,1
2021-08-29,TRX_550226,Electronics,3.85,1
2021-08-29,TRX_260404,Home & Garden,18.61,1
2021-08-30,TRX_382243,Clothing,11.2,1
2021-08-30,TRX_673782,Clothing,9.28,1
2021-08-30,TRX_964895,Electronics,2.41,1
2021-08-30,TRX_798741,Electronics,5.33,1
2021-08-30,TRX_458835,Sports,1.93,1
2021-08-30,TRX_730646,Clothing,5.37,1
2021-08-30,TRX_723695,Clothing,3.47,1
2021-08-30,TRX_538660,Sports,2.92,1
2021-08-30,TRX_272076,Home & Garden,1.27,1
2021-08-30,TRX_503682,Electronics,5.16,1
2021-08-30,TRX_300041,Home & Garden,8.18,1
2021-08-30,TRX_315061,Clothing,5.3,1
2021-08-30,TRX_179314,Electronics,0.45,1
2021-08-30,TRX_333692,Toys,16.15,1
2021-08-30,TRX_858572,Electronics,0.03,1
2021-08-30,TRX_665292,Home & Garden,13.54,1
2021-08-30,TRX_484224,Electronics,9.09,1
2021-08-30,TRX_773740,Clothing,0.64,1
2021-08-30,TRX_320128,Clothing,1.69,1
2021-08-30,TRX_292660,Toys,2.69,1
2021-08-30,TRX_909809,Electronics,15.09,1
2021-08-30,TRX_763248,Clothing,24.46,1
2021-08-30,TRX_714040,Clothing,0.57,1
2021-08-30,TRX_892251,Home & Garden,3.16,1
2021-08-30,TRX_664360,Sports,1.01,1
2021-08-30,TRX_550462,Toys,2.04,1
2021-08-30,TRX_240765,Toys,24.82,1
2021-08-30,TRX_808577,Electronics,26.05,1
2021-08-30,TRX_756683,Toys,4.0,1
2021-08-30,TRX_122974,Electronics,1.27,1
2021-08-30,TRX_691529,Clothing,4.96,1
2021-08-30,TRX_971195,Clothing,2.42,1
2021-08-30,TRX_604933,Sports,16.54,1
2021-08-30,TRX_630839,Home & Garden,10.67,1
2021-08-30,TRX_595112,Electronics,2.31,1
2021-08-30,TRX_305095,Sports,0.12,1
2021-08-30,TRX_194092,Toys,39.04,1
2021-08-30,TRX_741901,Home & Garden,7.2,1
2021-08-30,TRX_236597,Sports,3.47,1
2021-08-30,TRX_196254,Clothing,2.13,1
2021-08-30,TRX_907422,Electronics,0.03,1
2021-08-30,TRX_905488,Electronics,1.05,1
2021-08-30,TRX_473071,Clothing,0.04,1
2021-08-30,TRX_238497,Electronics,5.7,1
2021-08-30,TRX_640967,Electronics,6.81,1
2021-08-30,TRX_759843,Sports,9.11,1
2021-08-30,TRX_576703,Toys,1.3,1
2021-08-30,TRX_759492,Sports,0.63,1
2021-08-30,TRX_769193,Sports,6.58,1
